signal_date,notice_date,code,pdf_url,decision,actor,sale_date,actual_shares,evidence,support_url
2025-06-13,2025-06-12,sz.002941,https://static.cninfo.com.cn/finalpage/2025-06-12/1223848606.PDF,verified_multi_direct,新疆特变电工集团、新疆金投,2025-03-11/2025-06-10,17371811,两名计划主体原分别持股11.00%和10.21%，2025年分别卖出15999911及1371900股，均确认计划实施完毕,
2025-06-13,2025-06-12,sz.300442,https://static.cninfo.com.cn/finalpage/2025-06-12/1223860697.PDF,reject_not_qualifying,宁波枫文、平盛安康、上海炜贯、平安消费,2025-05-28/2025-06-11,3199946,四方虽共同预披露且合计原持股5.1427%，但原件未确认一致行动关系；各方本人原持股均不足5%，不能只按算术和认定合格团体,
2025-06-13,2025-06-12,sz.300881,https://static.cninfo.com.cn/finalpage/2025-06-12/1223848528.PDF,verified_group_mixed,常州联泓、常州鑫泰,2025-05-08/2025-06-10,1087800,两名一致行动人共同预披露及完成计划，原合计持股9.75%，分别卖出793100及294700股；常州联泓自身原持股7.85%,
2025-06-16,2025-06-13,sh.600262,https://static.cninfo.com.cn/finalpage/2025-06-13/1223858868.PDF,verified_direct,特沃上海,2025-04-30/2025-06-11,5100000,计划前持股17.26%，2025年集中竞价170万股加大宗340万股，共卖出510万股并完成,
2025-06-16,2025-06-13,sz.002522,https://static.cninfo.com.cn/finalpage/2025-06-13/1223860673.PDF,reject_group_plan_unproven,陈大魁,2025-05-06/2025-06-03,26570500,出售方本人计划前仅持股4.2752%；与其为父子关系的陈健持股逾5%但未参加本次仅陈大魁个人的预披露及完成计划,
2025-06-16,2025-06-14,sz.300542,https://static.cninfo.com.cn/finalpage/2025-06-14/1223878239.PDF,verified_multi_direct,李福华、康路、张燕生,2025-03-13/2025-04-03,2996600,三名计划主体原分别持股13.9456%、12.4959%、9.9274%，2025年各卖出999000、998600及999000股，各自计划均完成,
2025-06-17,2025-06-16,sz.300112,https://static.cninfo.com.cn/finalpage/2025-06-16/1223889271.PDF,verified_direct,尊威贸易,2025-05-26/2025-06-12,1200000,计划前持股5.40%，2025年集中竞价卖出1200000股并完成,
2025-06-17,2025-06-16,sz.300452,https://static.cninfo.com.cn/finalpage/2025-06-16/1223889185.PDF,verified_direct,复星医药产业发展,2025-03-18/2025-06-10,2282800,计划前持股10.20%，2025年集中竞价卖出2282800股，期限届满且计划实施完毕,
2025-06-17,2025-06-16,sz.301000,https://static.cninfo.com.cn/finalpage/2025-06-16/1223888262.PDF,verified_multi_direct,宁波百肇、宁波华肇,2025-03-18/2025-06-16,7264560,两方原各持股7.49%，分别卖出2421490及4843070股且各自计划完成，合计7264560股,
2025-06-18,2025-06-17,sz.003033,https://static.cninfo.com.cn/finalpage/2025-06-17/1223889311.PDF,verified_group_mixed,金硕投资、金果投资、金雪臻,2025-04-22/2025-06-16,2404300,三名实际控制人一致行动人共同预披露并完成计划，合计卖出2404300股；金硕投资自身原持股10.40%,
2025-06-18,2025-06-17,sz.300201,https://static.cninfo.com.cn/finalpage/2025-06-17/1223889150.PDF,verified_direct,美通公司,2025-05-22/2025-06-13,21090000,计划前持股7.20%，2025年竞价及大宗交易合计卖出21090000股并完成；原件特别说明此前计划量计算差异,
2025-06-19,2025-06-18,sz.002931,https://static.cninfo.com.cn/finalpage/2025-06-18/1223901302.PDF,reject_group_plan_unproven,锋驰投资,2025-05-21/2025-06-16,6555100,出售方本人原持股4.7397%；控股股东及实控人虽同属一致行动团体，但本次仅锋驰投资个人预披露并完成计划,
2025-06-19,2025-06-18,sz.300365,https://static.cninfo.com.cn/finalpage/2025-06-18/1223900973.PDF,verified_direct,泽润投资,2025-05-22/2025-06-16,5800000,计划前公告持股30002700股仅显示5.00%，信号前权益变动原件给出精确5.001655%；2025年竞价卖出5800000股并完成,https://static.cninfo.com.cn/finalpage/2025-05-23/1223646382.PDF
2025-06-20,2025-06-19,sz.300302,https://static.cninfo.com.cn/finalpage/2025-06-19/1223935408.PDF,verified_direct,杨永松,2025-06-05/2025-06-18,4792637,计划前持股8.38%，2025年集中竞价卖出4792637股并完成,
2025-06-20,2025-06-19,sz.301085,https://static.cninfo.com.cn/finalpage/2025-06-19/1223935451.PDF,reject_group_plan_unproven,天佑永沣,2025-06-18/2025-06-19,300000,出售方本人原持股1.93%，本次仅其个人减持计划实施完成，控股股东未参与该计划,
2025-06-23,2025-06-20,sz.300016,https://static.cninfo.com.cn/finalpage/2025-06-20/1223952246.PDF,verified_direct,三峡油漆,2025-03-25/2025-06-19,2998800,计划前持股8.23%，2025年多日竞价交易累计卖出2998800股并完成,
2025-06-23,2025-06-20,sz.300484,https://static.cninfo.com.cn/finalpage/2025-06-20/1223935168.PDF,verified_direct,徐学海,2025-04-30/2025-06-18,1000000,计划前持股6.48%，2025年多日集中竞价累计卖出1000000股并完成,
2025-06-23,2025-06-20,sz.300700,https://static.cninfo.com.cn/finalpage/2025-06-20/1223953083.PDF,verified_direct,段志明,2025-06-11/2025-06-20,11478952,计划前持股16.03%的实际控制人2025年竞价及大宗交易合计卖出11478952股，公告称不再继续减持并完成计划,
2025-06-23,2025-06-20,sz.300869,https://static.cninfo.com.cn/finalpage/2025-06-20/1223953680.PDF,verified_direct,胡坤,2025-05-30/2025-06-19,11999969,计划前持股46.8362%的控股股东实际控制人本次计划竞价3999969股加大宗8000000股，共卖出11999969股并完成；最新权益变动4622100股并非全计划量,
2025-06-25,2025-06-24,sz.002799,https://static.cninfo.com.cn/finalpage/2025-06-24/1223956535.PDF,verified_direct,香港原石,2025-06-09/2025-06-20,3200400,计划前持股11.98%，2025年集中竞价卖出3200400股并完成,
2025-06-27,2025-06-26,sz.300926,https://static.cninfo.com.cn/finalpage/2025-06-26/1223999649.PDF,verified_direct,嘉恒投资,2025-06-11/2025-06-25,1663755,计划前本人持股8.15%，2025年集中竞价卖出1663755股并完成；不依赖控股股东团体持股,
2025-06-30,2025-06-27,sz.300667,https://static.cninfo.com.cn/finalpage/2025-06-27/1224016464.PDF,reject_group_plan_unproven,新华都(上海),2025-06-19/2025-06-26,1703250,本次仅新华都(上海)个人计划完成，其计划前持股0.83%；一致行动的陈发树原持股逾5%但未参加本计划,
2025-06-30,2025-06-27,sz.301510,https://static.cninfo.com.cn/finalpage/2025-06-27/1224017272.PDF,verified_direct,光远自动化,2025-05-30/2025-06-26,3680070,计划前持股6.92%，2025年集中竞价卖出3680070股且计划实施完成,
2025-07-01,2025-06-30,sz.301201,https://static.cninfo.com.cn/finalpage/2025-06-30/1224040451.PDF,verified_direct,前海晟泰,2025-05-30/2025-06-27,4894943,计划前持股10.28%，2025年大宗交易卖出4894943股并完成；前后股数15901840减11006897吻合,
2025-07-02,2025-07-01,sh.688456,https://static.cninfo.com.cn/finalpage/2025-07-01/1224039762.PDF,reject_group_plan_unproven,有研鼎盛,2025-06-25/2025-06-30,1030000,出售方本人原持股1.56%，预披露明确控股股东中国有研不参加减持；只是有研鼎盛个人计划完成,
2025-07-02,2025-07-01,sz.002866,https://static.cninfo.com.cn/finalpage/2025-07-01/1224041455.PDF,verified_group_mixed,邹伟民、格通创投,2025-05-29/2025-06-27,8683017,实际控制人邹伟民与一致行动人格通共同预披露并完成；6月6日事前公告分别卖出3336517和4446797股，最后格通再卖899703股，全计划合计8683017股,https://static.cninfo.com.cn/finalpage/2025-06-06/1223786930.PDF
2025-07-02,2025-07-01,sz.300380,https://static.cninfo.com.cn/finalpage/2025-07-01/1224058490.PDF,verified_multi_direct,安硕发展、高鸣,2025-05-06/2025-06-30,2899603,控股股东原持股29.08%与实际控制人之一原持股6.97%，各卖出1599416及1300187股并完成；同公告董事翟涛900000股不计,
